
ACCX_Angle -177.01	ACCY_Angle 167.43		GRYX_Angle 24.17	GYRY_Angle 24.15	GYRZ_Angle 24.14		CFangleX_Angle -175.94	CFangleY_Angle 168.40		HEADING  11.20	tiltCompensatedHeading  8.65
ACCX_Angle -176.88	ACCY_Angle 167.66		GRYX_Angle 24.40	GYRY_Angle 24.39	GYRZ_Angle 24.37		CFangleX_Angle -175.94	CFangleY_Angle 168.44		HEADING  11.20	tiltCompensatedHeading  7.96
ACCX_Angle -176.73	ACCY_Angle 167.09		GRYX_Angle 24.64	GYRY_Angle 24.62	GYRZ_Angle 24.60		CFangleX_Angle -175.91	CFangleY_Angle 168.35		HEADING  11.28	tiltCompensatedHeading  7.69
ACCX_Angle -176.75	ACCY_Angle 167.41		GRYX_Angle 24.87	GYRY_Angle 24.85	GYRZ_Angle 24.83		CFangleX_Angle -175.89	CFangleY_Angle 168.35		HEADING  11.28	tiltCompensatedHeading  7.62
ACCX_Angle -177.13	ACCY_Angle 167.52		GRYX_Angle 25.11	GYRY_Angle 25.09	GYRZ_Angle 25.07		CFangleX_Angle -175.95	CFangleY_Angle 168.37		HEADING  11.03	tiltCompensatedHeading  8.80
ACCX_Angle -176.94	ACCY_Angle 167.39		GRYX_Angle 25.32	GYRY_Angle 25.30	GYRZ_Angle 25.28		CFangleX_Angle -175.98	CFangleY_Angle 168.34		HEADING  11.03	tiltCompensatedHeading  8.05
ACCX_Angle -176.76	ACCY_Angle 167.26		GRYX_Angle 25.53	GYRY_Angle 25.52	GYRZ_Angle 25.50		CFangleX_Angle -175.96	CFangleY_Angle 168.30		HEADING  10.90	tiltCompensatedHeading  7.07
ACCX_Angle -177.33	ACCY_Angle 167.87		GRYX_Angle 25.77	GYRY_Angle 25.76	GYRZ_Angle 25.74		CFangleX_Angle -176.04	CFangleY_Angle 168.41		HEADING  10.90	tiltCompensatedHeading  9.15
ACCX_Angle -176.94	ACCY_Angle 167.63		GRYX_Angle 26.03	GYRY_Angle 26.01	GYRZ_Angle 26.00		CFangleX_Angle -176.02	CFangleY_Angle 168.46		HEADING  10.87	tiltCompensatedHeading  7.59
ACCX_Angle -176.81	ACCY_Angle 166.95		GRYX_Angle 26.28	GYRY_Angle 26.27	GYRZ_Angle 26.25		CFangleX_Angle -175.97	CFangleY_Angle 168.36		HEADING  10.87	tiltCompensatedHeading  7.38
ACCX_Angle -177.03	ACCY_Angle 167.62		GRYX_Angle 26.54	GYRY_Angle 26.52	GYRZ_Angle 26.50		CFangleX_Angle -175.98	CFangleY_Angle 168.41		HEADING  10.82	tiltCompensatedHeading  7.84
ACCX_Angle -177.14	ACCY_Angle 167.46		GRYX_Angle 26.78	GYRY_Angle 26.77	GYRZ_Angle 26.75		CFangleX_Angle -176.02	CFangleY_Angle 168.42		HEADING  11.16	tiltCompensatedHeading  9.10
